hanzi,pinyin,meaning,distractor_1,distractor_2,distractor_3,distractor_4,distractor_5,distractor_6,distractor_7,distractor_8,distractor_9,level
鲜,xiān,fresh,鲤,理,唾,埋,锤,群,踊,推,睁,HSK4
顶,dǐng,top,预,顷,项,陨,觉,旁,硕,损,贺,HSK4
刺,cì,thorn,莉,剩,剥,棍,棉,栋,锦,销,剃,HSK4
圆,yuán,round,园,高,管,曾,富,窖,晕,享,普,HSK4
诚,chéng,sincere,诫,城,减,旋,熄,粉,讽,贼,砌,HSK4
摆,bǎi,to arrange,错,挫,搏,捧,插,挥,掠,押,特,HSK4
纷,fēn,disorderly,粉,绒,炊,纵,纺,旅,纹,族,份,HSK4
寒,hán,cold,枣,寨,涩,襄,奉,赛,凄,暴,泰,HSK4
潮,cháo,tide,湖,滞,滴,灌,溜,薄,漱,瀚,涝,HSK4
聚,jù,to assemble,象,娶,脊,遂,家,摄,逐,奏,桑,HSK4
穷,qióng,poor,究,宠,突,杂,弈,窃,奕,夸,弦,HSK4
贴,tiē,to paste,肚,站,钻,怕,估,帖,胡,扯,灶,HSK4
阅,yuè,to read,商,离,惰,简,闯,阀,闭,恩,阁,HSK4
递,dì,to hand over,遗,遇,逮,遛,违,邀,逛,连,逸,HSK4
燃,rán,to ignite,然,谈,溯,悠,烈,纵,竣,热,叛,HSK4
俩,liǎ,duo,祸,两,柄,催,锅,律,作,辆,偶,HSK4
梯,tī,ladder,棵,榜,椅,秤,槐,梅,桶,榨,麻,HSK4
帽,mào,hat,幅,憎,帖,情,帕,惶,谓,搞,嘻,HSK4
抄,chāo,to copy,拆,劲,秒,坎,砂,钞,妙,抡,扶,HSK4
厘,lí,fraction,国,童,呈,量,屈,哩,皇,岸,库,HSK4
圾,jī,garbage,坡,玻,玫,被,吸,破,披,政,拔,HSK4
暑,shǔ,heat,署,垦,暮,薯,著,者,窘,普,管,HSK4
统,tǒng,to unite,绕,缆,恐,流,怨,饶,您,惑,愁,HSK4
余,yú,surplus,会,茶,奈,金,求,禾,命,衣,术,HSK4
著,zhe,to continue,暮,者,堵,署,暂,暑,荐,酝,酱,HSK4
智,zhì,wisdom,普,曾,音,兽,君,晋,署,窜,碧,HSK4
销,xiāo,to spend,梢,捎,锦,掠,铅,稍,损,粽,待,HSK4
载,zài,to carry,截,裁,戳,栽,哦,藤,镑,撼,健,HSK4
禁,jìn,to prohibit,探,谍,标,犁,弯,棕,森,菊,楚,HSK4
趣,qù,interest,邀,敷,糠,镰,趋,瘫,健,截,撒,HSK4
络,luò,net,铭,绎,被,赂,骆,该,圾,胳,级,HSK4
培,péi,to cultivate,坛,结,墙,坪,语,钻,倍,站,堵,HSK4
宽,kuān,wide,览,觉,境,揽,驾,搅,惹,惠,捣,HSK4
童,tóng,child,章,量,呈,靠,国,皇,晋,南,曾,HSK4
婆,pó,old woman,姿,凌,缕,矮,拨,毅,教,遂,缓,HSK4
薄,bó,slight,漂,缚,搏,鲸,榴,蹲,爵,糙,簿,HSK4
赏,shǎng,reward,贾,贵,员,贡,责,掌,贺,弯,亮,HSK4
填,tián,to fill in,慎,堵,镇,其,增,真,坛,黄,拄,HSK4
矮,ǎi,short,缕,拨,数,婆,教,怒,锋,毅,较,HSK4
堵,dǔ,to block up,著,诺,堪,塔,者,错,拄,若,控,HSK4
辣,là,spicy hot,模,裸,棵,榜,碟,探,咪,梯,婪,HSK4
咸,xián,salty,成,凤,戒,威,风,或,伤,戚,庞,HSK4
惊,jīng,to startle,谅,凉,棕,掠,悄,晾,踪,悲,怖,HSK4
激,jī,to excite,缴,澈,骏,缎,墩,教,铰,溯,敦,HSK4
减,jiǎn,to reduce,诚,喊,城,钞,炫,渺,咸,熄,烤,HSK4
编,biān,to compile,绸,煽,砌,缚,缠,糖,偏,绵,骗,HSK4
避,bì,to evade,糙,遛,莲,谴,遇,薄,鲸,递,雅,HSK4
窗,chuāng,window,窒,畜,翠,率,窖,盘,窘,酱,商,HSK4
途,tú,route,茶,逸,徐,逾,迭,条,绘,除,设,HSK4
缓,huǎn,unhurried,竣,骏,毅,馁,绞,级,绣,婆,缕,HSK4
纯,chún,pure,现,域,绳,垮,综,锐,耽,炖,损,HSK4
殊,shū,different,秩,妹,校,极,秽,殃,沫,核,铁,HSK4
俗,sú,customs,裕,谷,径,徐,伶,给,俭,经,洽,HSK4
叔,shū,uncle,叙,寂,致,政,驭,散,敏,玫,殃,HSK4
趋,qū,to hasten,超,摸,趟,撑,喉,掐,庭,螃,瑰,HSK4
腐,fǔ,rotten,侮,虚,菊,梅,悔,预,愧,廓,赌,HSK4
躺,tǎng,to lie down,倘,馈,稠,铜,粽,谢,赠,鸦,绵,HSK4
寄,jì,to mail,奇,崎,字,窝,倚,享,商,鸟,荐,HSK4
塑,sù,plastic,望,蜜,垫,等,酵,堕,蒋,挥,醉,HSK4
锻,duàn,to forge,墩,缎,魏,轿,饿,锈,链,软,邀,HSK4
源,yuán,source,漏,溃,泻,绵,凉,混,润,惊,泣,HSK4
遗,yí,to leave behind,遇,递,遛,送,运,连,莲,遏,迭,HSK4
默,mò,silent,歌,献,款,歇,规,嗽,赚,魔,爆,HSK4
赞,zàn,to praise,攒,贷,贸,费,搅,贺,揽,锁,货,HSK4
疑,yí,to doubt,凝,烧,骄,簇,矫,饶,猴,绕,笼,HSK4
镜,jìng,mirror,锐,镑,窥,境,揽,谤,琉,搅,唬,HSK4
戴,dài,to put on,藏,麟,截,嚷,陶,蟹,糖,膊,缚,HSK4
缩,suō,to shrink,缅,绵,绪,缚,综,海,绽,溜,绍,HSK4
综,zōng,to sum up,绽,粽,冻,窃,缔,绵,海,溜,缤,HSK4
擦,cā,to scrub,惹,拷,薪,探,德,寨,攀,挎,垮,HSK4
甲,jiǎ,armor,申,亩,里,中,王,面,苗,咀,串,HSK5
册,cè,booklet,加,茄,厉,茂,胧,庞,成,勋,拥,HSK5
竹,zhú,bamboo,东,尔,付,仰,析,仔,衬,亦,行,HSK5
羽,yǔ,feathers,讨,亲,河,谅,宗,求,窍,帘,讶,HSK5
乙,yǐ,second,亿,乞,艺,忆,匕,吃,它,包,刁,HSK5
丑,chǒu,clown,五,田,由,中,申,咀,岳,王,甲,HSK5
击,jī,to beat,岳,士,出,串,中,土,苗,丰,世,HSK5
委,wěi,committee,萎,柔,葵,受,娶,奏,复,麦,这,HSK5
杀,shā,to kill,矛,玄,东,亦,乐,求,余,予,奈,HSK5
托,tuō,to entrust,批,孔,宅,抵,扎,七,北,找,抑,HSK5
核,hé,nucleus,该,咳,秽,棱,刻,极,校,裂,裕,HSK5
肯,kěn,to agree,胃,青,骨,喜,害,昔,辜,宣,官,HSK5
毒,dú,poison,莓,薯,莺,事,醇,墓,碧,辜,辈,HSK5
私,sī,private,松,秒,孙,稣,玄,讼,粮,饰,淋,HSK5
拥,yōng,to embrace,据,捕,肺,护,朝,拼,捷,提,钥,HSK5
析,xī,to analyze,祈,麻,桩,根,棋,林,休,体,保,HSK5
唯,wéi,only,程,碑,谁,催,样,眸,畔,禅,群,HSK5
悲,bēi,sad,损,掠,顷,志,竭,忘,踪,息,惊,HSK5
厅,tīng,hall,丹,丁,元,局,归,严,宁,另,旬,HSK5
灰,huī,ashes,殃,灾,恢,灭,耿,炊,炭,次,族,HSK5
拒,jù,to refuse,担,坦,拍,距,咱,扣,甚,昔,扫,HSK5
乏,fá,to lack,之,眨,芝,贬,泛,反,夭,受,文,HSK5
耐,nài,to endure,揣,前,瑞,端,肺,而,抨,砸,哑,HSK5
辈,bèi,lifetime,筐,晕,碧,署,窖,南,幕,墓,望,HSK5
汗,hàn,sweat,汪,汁,注,江,油,活,沽,沾,洁,HSK5
闲,xián,leisure,棕,闭,桐,档,标,利,却,莉,涵,HSK5
劝,quàn,to advise,妨,办,对,成,幼,奶,殃,边,旅,HSK5
朵,duǒ,earlobe,秃,芬,柴,侯,芥,架,侠,床,芝,HSK5
仔,zǐ,meticulous,存,华,付,子,何,花,侍,行,什,HSK5
挤,jǐ,to squeeze,拽,拼,齐,挟,挨,挽,投,接,扶,HSK5
鼠,shǔ,mouse,驾,讯,悲,武,宽,闯,境,惠,骂,HSK5
池,chí,pool,泡,沈,弛,地,他,挑,沧,她,创,HSK5
亏,kuī,loss,号,弓,丐,宁,与,可,于,丁,盯,HSK5
押,yā,to pawn,描,措,错,插,排,捍,捕,特,坤,HSK5
扔,rēng,to throw,奶,伤,仍,扩,咸,扰,拘,助,抗,HSK5
匹,pǐ,to match,四,厅,元,丹,叮,盯,召,囚,丙,HSK5
肌,jī,muscle,航,饥,脱,讥,仇,勋,吭,抗,胧,HSK5
卧,wò,to lie down,盐,昨,吓,叶,佳,柜,吐,罩,卓,HSK5
胃,wèi,stomach,青,肯,兽,辜,富,晶,曾,高,星,HSK5
柜,guì,cupboard,相,柏,棺,枉,植,杠,桂,粘,框,HSK5
夕,xī,evening,久,歹,仅,义,叉,外,父,欠,又,HSK5
闯,chuǎng,to rush,请,悲,骂,筒,惰,掌,弯,饲,剖,HSK5
鸭,yā,duck,鹊,鸣,呜,鸽,膊,摘,鸦,鸥,捣,HSK5
倡,chàng,to initiate,借,昼,值,宿,眉,但,星,盾,肩,HSK5
叉,chā,fork,文,又,义,仅,反,支,艾,久,仪,HSK5
洒,sǎ,to sprinkle,酒,诈,涵,涡,诺,渣,馆,诸,惧,HSK5
咳,ké,to cough,该,核,刻,吸,亥,裂,咬,凌,锣,HSK5
军,jūn,army,宰,车,牢,宝,孟,窖,拦,室,芒,HSK5
协,xié,to cooperate,胁,苏,炖,办,劫,城,初,熄,忧,HSK5
央,yāng,center,夫,失,矢,天,夹,犬,关,大,庆,HSK5
岸,àn,shore,届,屈,居,压,声,崖,岩,眉,店,HSK5
逃,táo,to escape,迹,跳,挑,姚,设,迄,选,返,途,HSK5
雄,xióng,grand,滩,饼,难,维,礁,稚,锻,橄,矫,HSK5
库,kù,warehouse,屋,犀,归,压,席,雇,屑,座,差,HSK5
尊,zūn,to respect,荐,等,算,酱,遵,搏,学,望,意,HSK5
染,rǎn,to dye,梁,柴,族,奕,菜,突,袋,秀,契,HSK5
狂,kuáng,crazy,猎,讲,奸,娃,独,挫,姓,猖,赶,HSK5
伸,shēn,to extend,仲,估,什,伴,件,佑,伯,借,住,HSK5
违,wéi,to violate,连,逮,速,遇,进,莲,递,过,适,HSK5
罚,fá,to punish,词,踪,哼,饲,钉,评,谅,诗,晾,HSK5
拜,bài,to pay respect,娃,群,辟,辞,短,赶,硬,菇,胜,HSK5
乘,chéng,to ride,柴,策,桨,秉,途,农,采,苍,捡,HSK5
旦,dàn,daybreak,巨,吕,日,百,曰,吉,白,回,目,HSK5
珍,zhēn,precious,诊,趁,掺,修,渗,爹,惨,参,谬,HSK5
暂,zàn,temporary,哲,著,暮,碧,醇,薯,署,莓,墓,HSK5
泛,fàn,nonspecific,贬,眨,交,汉,沙,没,沃,劣,乏,HSK5
呆,dāi,fool,束,桌,茉,果,末,杏,未,荣,来,HSK5
厉,lì,stern,历,房,万,加,尿,叨,助,甩,辰,HSK5
辑,jí,to edit,辐,辖,踊,蹭,撑,瑰,摘,酵,塑,HSK5
润,rùn,moist,涧,滴,涵,淳,洞,漂,粽,溃,饲,HSK5
抬,tái,to lift,指,胎,持,拾,苟,冶,隶,苔,招,HSK5
盾,dùn,shield,眉,肩,居,倡,昼,届,值,店,借,HSK5
诊,zhěn,to diagnose,珍,趁,修,渗,爹,参,掺,谬,终,HSK5
摄,shè,to take a photo,援,慑,媒,搂,披,捷,拨,孩,姥,HSK5
污,wū,filthy,河,淳,沼,泻,汀,滨,凉,诧,注,HSK5
凭,píng,proof,秃,抚,龙,抗,朵,先,危,凳,货,HSK5
详,xiáng,detailed,诺,许,讳,诸,谁,评,样,课,祥,HSK5
矛,máo,spear,予,玄,祭,杀,茅,奈,余,求,茶,HSK5
骂,mà,to scold,莺,碧,写,南,蒂,搞,常,掌,闯,HSK5
驶,shǐ,to drive,驮,散,敲,骆,破,娱,按,跌,驳,HSK5
瞧,qiáo,to look at,礁,糕,焦,蕉,雏,维,瞪,蔗,舔,HSK5
戒,jiè,to guard against,成,或,咸,庞,栽,划,筑,风,城,HSK5
驾,jià,to drive,惠,意,息,愚,竭,急,骂,悬,障,HSK5
猜,cāi,to guess,猎,猾,猖,猩,狠,狸,猫,狼,猛,HSK5
沟,gōu,ditch,泌,钧,约,汤,泡,弥,泳,钩,浮,HSK5
寿,shòu,longevity,差,侍,春,表,羞,蛋,有,诗,奉,HSK5
询,xún,to inquire,饲,铜,滴,淌,润,词,涧,洞,鸿,HSK5
幽,yōu,secluded,烟,函,酗,咽,酝,姻,陋,悔,纲,HSK5
艰,jiān,difficult,银,跟,对,衷,狠,浪,钥,决,妹,HSK5
桃,táo,peach,挑,跳,税,枕,惋,姚,构,视,榜,HSK5
挣,zhēng,struggle,挽,拼,找,拢,择,捨,抒,接,揍,HSK5
肠,cháng,intestines,扬,杨,畅,初,场,砌,诚,筋,物,HSK5
挡,dǎng,to block,拌,踪,捎,掠,档,封,抨,拦,损,HSK5
欠,qiàn,to owe,火,众,欣,久,伙,介,仪,份,价,HSK5
扮,bàn,to dress up,吩,盼,份,换,投,股,勉,抡,劲,HSK5
盆,pén,basin,岔,芬,突,桨,秀,奕,架,奖,秃,HSK5
漏,lòu,to leak,源,绢,湿,绵,得,温,涯,悲,悄,HSK5
拆,chāi,to take apart,折,护,斩,扩,振,斯,崭,诉,捉,HSK5
艳,yàn,colorful,靶,龟,推,晚,把,掐,勘,捧,捅,HSK5
愁,chóu,to worry,您,锈,谈,憋,悠,溯,款,缝,绣,HSK5
厨,chú,kitchen,扇,赔,层,闯,原,屑,厚,脖,筒,HSK5
棒,bàng,club,桶,捧,磋,裙,整,摔,榴,籍,榕,HSK5
泼,pō,to splash,竣,绞,凌,拨,涤,效,终,滚,怒,HSK5
梨,lí,pear,梁,架,菜,染,唉,森,婪,探,突,HSK5
尔,ěr,thus,你,亦,乐,永,公,祭,竹,矛,冷,HSK5
令,lìng,orders,今,伶,贪,含,冷,会,余,食,玲,HSK5
革,gé,leather,苗,审,串,卑,宙,丰,虽,单,苦,HSK5
劳,láo,labor,芳,拐,芽,宪,旁,党,苏,抚,功,HSK5
执,zhí,to clench,拽,抚,找,丸,抗,拐,扰,扶,战,HSK5
胡,hú,recklessly,萌,朝,明,肿,朗,脏,胜,茄,腊,HSK5
版,bǎn,printing plate,贩,扳,板,饭,彼,玻,放,破,肢,HSK5
枪,qiāng,gun,抢,呛,抡,枕,榆,沧,创,论,舱,HSK5
荣,róng,glory,茉,宋,束,栗,某,柬,来,呆,末,HSK5
软,ruǎn,soft,钦,欺,漱,砍,秋,矫,锹,铰,款,HSK5
曲,qū,bent,由,申,中,田,世,苗,咀,击,甜,HSK5
尤,yóu,remarkable,无,九,光,才,优,龙,先,力,丸,HSK5
弃,qì,to abandon,弈,卒,奔,李,华,穿,每,牵,垄,HSK5
忍,rěn,to endure,怨,恐,忽,惑,态,您,悉,恋,滤,HSK5
触,chù,to touch,塘,蜘,蝉,蚀,蝴,烛,轴,掏,蝇,HSK5
享,xiǎng,to enjoy,亭,亨,垦,字,室,号,寻,孟,窖,HSK5
仿,fǎng,to imitate,伤,伪,访,优,仍,方,肪,仇,炉,HSK5
启,qǐ,to open,店,居,侣,眉,届,后,肩,庙,局,HSK5
估,gū,to estimate,伯,怕,枯,在,店,仲,住,庄,借,HSK5
忆,yì,to recall,亿,吃,屹,乞,艺,礼,忧,灯,廊,HSK5
灾,zāi,disaster,灭,荧,灰,灵,炭,涉,突,杰,须,HSK5
胆,dǎn,gall bladder,昭,肝,咀,晤,舶,庙,明,铝,届,HSK5
堆,duī,pile,推,堵,牲,谁,错,特,袖,惟,坤,HSK5
稍,shāo,a little,梢,销,根,秤,利,榨,料,待,科,HSK5
抢,qiǎng,to rob,抡,枪,呛,创,沧,舱,抱,苍,疮,HSK5
肩,jiān,shoulder,局,屑,盾,眉,启,厚,昼,居,店,HSK5
悉,xī,to know,态,袋,怨,恳,恐,诱,涨,浆,咏,HSK5
返,fǎn,to go back,近,这,迟,迭,拆,达,逃,途,条,HSK5
敏,mǐn,agile,散,致,腹,敬,般,痪,皱,叙,敌,HSK5
剩,shèng,to be left over,糙,刺,锁,谜,颖,刹,稠,粽,销,HSK5
辛,xīn,pungent,羊,宰,车,主,宝,寺,牢,幸,宙,HSK5
恋,liàn,enamored,刹,弥,综,咙,粽,闷,就,恶,陈,HSK5
吓,xià,to frighten,卧,下,间,怔,亡,叮,芒,叫,虾,HSK5
励,lì,to encourage,勋,赐,胁,煽,蛎,旋,庞,疯,城,HSK5
滑,huá,slippery,洞,渴,清,温,词,请,谓,混,淳,HSK5
拔,bá,to pull out,技,玻,披,坡,援,玫,故,敌,圾,HSK5
肃,sù,solemn,萧,赃,焊,脏,煌,症,炬,惜,悄,HSK5
届,jiè,to fall due,居,庙,眉,店,岸,屈,声,启,庄,HSK5
欣,xīn,happy,炊,砍,饮,欢,吹,袱,伙,秋,次,HSK5
饮,yǐn,beverage,欢,炊,钦,砍,欣,次,坎,秋,欲,HSK5
逻,luó,to patrol,这,送,迭,连,衷,葵,逸,途,复,HSK5
遵,zūn,to obey,遇,蹲,遏,尊,通,遛,惹,遗,惠,HSK5
扶,fú,to support with the hand,挟,块,快,拼,技,抹,拴,捨,拐,HSK5
厌,yàn,to detest,庆,夹,天,肤,犬,矢,侠,失,夫,HSK5
怨,yuàn,resentment,忍,恐,悉,您,统,滤,忽,诡,缆,HSK5
吐,tǔ,to spit,叶,世,旺,芒,正,苦,哇,缸,臣,HSK5
咬,yǎo,to bite,跤,校,胶,铰,哎,致,秩,较,饺,HSK5
聪,cōng,smart,竭,魂,蹲,鸡,总,铅,瑰,琐,怠,HSK5
煤,méi,coal,媒,燥,珠,蛛,棱,挟,妹,缺,劫,HSK5
肤,fū,skin,庆,厌,夹,侠,快,失,殃,映,挟,HSK5
涨,zhǎng,to rise,张,胀,脉,弥,腺,纺,熄,洗,淀,HSK5
拼,pīn,to piece together,拢,挟,扶,挤,接,按,找,拽,护,HSK5
脆,cuì,brittle,跪,施,腕,诡,胧,舱,胞,航,脱,HSK5
柴,chái,firewood,侯,架,染,朵,候,泉,桨,秉,秃,HSK5
眠,mián,sleep,氓,弹,朝,眼,盹,强,腊,腥,哨,HSK5
扇,shàn,fan,屑,层,厨,犀,厚,原,唇,息,赔,HSK5
胶,jiāo,glue,狡,放,股,咬,彼,被,殷,饺,致,HSK5
郊,jiāo,suburbs,郑,邓,邻,除,刘,郎,那,伐,剂,HSK5
糕,gāo,cake,礁,舔,瞧,饼,翅,糙,蔽,蒸,恭,HSK5
弹,dàn,bullet,强,萌,腊,脾,驻,朝,钙,辟,鸽,HSK5
射,shè,to shoot,附,肘,府,脖,杂,掠,存,卵,酌,HSK5
掌,zhǎng,palm,事,请,晕,情,嘉,膏,骂,管,望,HSK5
洞,dòng,cave,滑,词,涧,河,淌,淳,谅,铜,润,HSK5
坦,tǎn,level,担,距,拒,虽,咕,岩,宝,苦,扫,HSK5
鬼,guǐ,ghost,冤,兔,寇,愧,宠,魁,第,男,巷,HSK5
虚,xū,void,腐,虐,惠,竭,墟,悬,驾,题,愿,HSK5
虎,hǔ,tiger,虏,虑,虔,唬,勃,胞,防,凭,凳,HSK5
贸,mào,trade,贷,贺,货,贤,资,赞,费,锁,贫,HSK5
竞,jìng,to compete,竟,党,完,克,宪,旁,亮,兑,晃,HSK5
震,zhèn,to quake,雹,晨,霉,霞,囊,霍,蔚,舅,颤,HSK5
筑,zhù,to construct,傍,劲,筋,晓,既,戒,锐,耽,宠,HSK5
振,zhèn,to vibrate,拆,提,逝,拟,勃,锯,蜴,拯,银,HSK5
摩,mó,to rub,蘑,魔,鹰,腐,屡,萄,属,磨,惰,HSK5
犹,yóu,just like,狩,划,狈,胧,烧,洗,扰,狗,成,HSK5
朗,lǎng,bright,明,胡,钥,的,舶,脏,思,眼,胎,HSK5
珠,zhū,pearl,抹,蛛,球,袜,昧,拴,沫,探,谋,HSK5
恨,hèn,hate,很,惧,根,银,馆,悄,惦,袁,哀,HSK5
鼻,bí,nose,罩,晕,粤,喝,章,碧,南,苛,骂,HSK5
偶,ǒu,idol,僧,傅,得,俏,褐,债,侍,锦,锯,HSK5
恢,huī,to recover,灰,焰,煽,减,诚,熔,慷,耿,协,HSK5
糊,hú,paste,榴,糖,糙,概,懒,翻,德,鞠,棚,HSK5
漫,màn,to overflow,浸,渡,漠,馒,慢,爱,泽,澡,凌,HSK5
扰,rǎo,to harass,抚,抗,拢,忧,耽,扼,优,轨,枕,HSK5
插,chā,to insert,拌,括,押,错,捎,刮,掠,摆,挫,HSK5
骗,piàn,to deceive,编,赠,驯,鹏,蝙,竭,驼,漏,唬,HSK5
豪,háo,unrestrained,蒙,寡,寝,晨,寞,臭,莫,蔓,卖,HSK5
惠,huì,favor,意,驾,息,悬,等,蔼,急,惹,愚,HSK5
滚,gǔn,to roll,涤,溪,缕,凌,竣,泼,渗,黎,淫,HSK5
勤,qín,diligent,勒,勘,葡,掏,锄,触,扔,塘,勃,HSK5
贷,dài,loan,贸,贺,货,贤,资,赞,贪,赁,贫,HSK5
丢,diū,to lose,去,兵,手,丧,套,话,坛,专,县,HSK5
邻,lín,neighbor,郊,邓,邪,廊,郑,郎,除,郁,阶,HSK5
陪,péi,to accompany,部,阵,郭,陌,障,陆,倍,都,萨,HSK5
蛇,shé,serpent,蚂,花,拧,批,射,蚀,玛,掠,捎,HSK5
贺,hè,to congratulate,贸,贷,贤,损,贵,赁,贯,责,琐,HSK5
吨,dūn,ton,盹,吁,陆,揣,抨,瑞,捍,节,肿,HSK5
琴,qín,stringed instrument,策,赛,揉,秦,拳,贤,葵,零,轻,HSK5
冠,guān,crown,寇,壳,宪,党,荒,亮,竞,宽,院,HSK5
熊,xióng,bear,滤,恐,怨,游,忍,凝,愁,饶,惑,HSK5
烂,làn,rotten,传,宏,惊,淳,贮,红,顷,洒,诬,HSK5
夹,jiā,press from both sides,关,失,夫,天,侠,庆,央,矢,哭,HSK5
漠,mò,desert,澳,澡,摸,淀,裳,溃,漫,涝,读,HSK5
醉,zuì,to be drunk,碎,醇,酵,蒋,塑,暂,著,挫,诺,HSK5
俱,jù,altogether,促,香,慎,保,伊,某,胚,作,耸,HSK5
辅,fǔ,to supplement,铺,踊,辖,锦,桶,肆,哺,藤,静,HSK5
臭,chòu,stench,莫,吴,桌,寞,是,嗅,渠,奥,某,HSK5
冻,dòng,to freeze,综,刹,栋,凉,陈,练,炼,拣,溃,HSK5
萄,táo,grape,蜀,葡,惠,蘑,菊,蔼,荷,驾,莺,HSK5
脾,pí,spleen,牌,腊,舶,脖,碑,弹,肿,腥,脏,HSK5
饼,bǐng,round flat cake,粹,馅,橙,馒,祥,溜,诱,谤,辩,HSK5
兔,tù,rabbit,免,冤,鬼,龟,芬,疮,龙,埃,笑,HSK5
柿,shì,persimmon,种,柄,神,栖,桩,梢,莉,桶,梯,HSK5
德,dé,morals,稳,谎,惩,粽,梳,糖,擦,糙,硫,HSK5
织,zhī,to weave,识,缤,积,职,综,烘,总,凉,泥,HSK5
损,sǔn,to damage,悲,挡,琐,掠,贺,境,项,摸,志,HSK5
博,bó,well-informed,搏,幕,蔼,型,撞,醒,碍,璃,墅,HSK5
鼓,gǔ,drum,歧,故,技,坡,玻,敲,梗,破,麦,HSK5
搞,gǎo,to do,墙,擅,哼,请,槁,常,哥,啃,捍,HSK5
硬,yìng,hard,梗,暇,拜,嗅,赶,禅,便,要,映,HSK5
敬,jìng,to respect,散,敞,敷,敏,破,艘,被,叙,傲,HSK5
签,qiān,to sign,答,裂,鉴,刻,锣,煲,该,寂,盗,HSK5
彼,bǐ,the other,被,玻,板,破,坡,波,饭,玫,牧,HSK5
舍,shè,hut,合,全,盒,金,含,杏,哈,命,恰,HSK5
悄,qiāo,quiet,哨,惊,俏,待,梢,讶,惧,憎,情,HSK5
碍,ài,to obstruct,荷,博,型,得,喂,僧,晴,磕,碧,HSK5
键,jiàn,key,健,镶,歉,戳,魏,截,解,锻,糠,HSK5
搜,sōu,to search,投,挨,技,毁,拽,授,段,按,挺,HSK5
籍,jí,records,榴,铺,辖,糙,鞠,镯,橘,穗,棒,HSK5
饰,shì,ornaments,馅,饲,销,怖,谢,馈,馆,橱,衬,HSK5
钢,gāng,steel,纲,刚,锅,栋,树,销,涵,鸥,刹,HSK5
尝,cháng,taste,云,偿,空,室,亲,孪,至,帘,窖,HSK5
奈,nài,to deal with,夸,余,求,李,笨,祭,套,茶,夺,HSK5
躲,duǒ,dodge,探,粮,腺,菊,税,榜,雅,染,拯,HSK5
喷,pēn,to spurt,愤,唠,顿,谎,聘,馈,蹲,损,愕,HSK5
玻,bō,glass,坡,披,破,圾,玫,被,拔,彼,技,HSK5
歇,xiē,to rest,歌,砍,钦,款,软,馒,秋,验,咏,HSK5
悔,huǐ,repent,侮,梅,惰,憎,慎,愣,磨,莓,褐,HSK5
览,lǎn,to look at,觉,宽,预,揽,剪,慌,恩,就,愣,HSK5
傅,fù,master,偶,偿,侮,蔼,搏,等,倒,裤,博,HSK5
纲,gāng,guiding principle,钢,继,讽,龄,粒,缔,鸥,刚,绵,HSK5
豫,yù,pleased,缘,毅,橡,像,嫁,象,稼,隧,掺,HSK5
拾,shí,to tidy up,拴,搭,捨,恰,塔,哈,奋,苟,坚,HSK5
秒,miǎo,second,砂,钞,松,秋,袄,彬,似,渺,秽,HSK5
披,pī,to drape over the shoulders,玻,坡,扳,拔,被,技,破,妓,圾,HSK5
盒,hé,small box,舍,金,全,命,合,拿,含,会,禽,HSK5
葡,pú,grape,萄,臂,蜀,勘,博,搏,膊,锦,莺,HSK5
摔,shuāi,to tumble,捧,挥,垫,犁,蜜,撑,率,撞,择,HSK5
控,kòng,to control,拄,抨,拦,轩,拓,堵,腔,志,坪,HSK5
域,yù,region,纯,垮,或,苏,劫,拷,琐,场,城,HSK5
幕,mù,curtain,薯,暮,墓,磊,挥,辈,碧,辐,博,HSK5
偿,cháng,to repay,尝,侄,腔,棕,傅,栏,档,讶,等,HSK5
碎,suì,broken,砖,箱,醉,诺,蒋,眸,禅,椅,梅,HSK5
幅,fú,width of cloth,帽,帕,蝠,帖,框,嘻,槽,悼,谭,HSK5
颗,kē,grain,榴,澜,糙,碟,稠,硕,橘,顿,鞠,HSK5
惜,xī,to cherish,悟,悼,性,怔,憎,悍,语,惶,恒,HSK5
疯,fēng,insane,讽,庞,凤,诚,煽,赐,风,颇,痴,HSK5
貌,mào,appearance,豹,豚,嫁,缘,朦,菠,猿,毅,琢,HSK5
怜,lián,to pity,伶,岭,吟,冷,拎,铃,玲,徐,俗,HSK5
慌,huāng,to panic,愣,愤,谎,梳,荒,览,颊,德,侃,HSK5
赔,péi,to compensate,剖,厨,层,赃,短,闯,悲,商,题,HSK5
傻,shǎ,stupid,嗓,庭,侮,屡,廉,菊,裤,额,集,HSK5
赠,zèng,to gift,竭,贿,硕,躺,鸭,褐,顿,顾,愿,HSK5
谊,yì,friendship,证,语,宝,当,空,室,钻,歪,谱,HSK5
剪,jiǎn,scissors,觉,览,预,宽,院,箭,陨,题,懊,HSK5
硕,shuò,big,愣,顿,倾,颊,颠,颈,顷,顶,馈,HSK5
烤,kǎo,to roast,炼,熄,钩,炫,涝,烧,焰,骄,沏,HSK5
绒,róng,down,烧,绣,绽,绕,缎,绞,戏,级,矫,HSK5
裁,cái,to cut out,载,栽,截,感,戳,翅,藤,撼,戚,HSK5
偷,tōu,to steal,榆,愉,喻,渝,逾,徐,输,俭,除,HSK5
辞,cí,to resign,辟,娃,拜,牲,菇,群,祥,胜,姓,HSK5
绕,rào,to go around,烧,饶,绣,浇,绒,统,疑,锈,缴,HSK5
